Formatted Date,Summary,Precip Type,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2011-02-01 09:00:00.000 +0100,Overcast,snow,-10.211111111111112,1.0,8.8711,131.0,3.4937,0.0,1030.3,Foggy in the morning.
2013-11-01 11:00:00.000 +0100,Overcast,rain,14.005555555555556,0.76,15.633100000000002,160.0,9.982,0.0,1024.16,Foggy in the evening.
2015-06-12 10:00:00.000 +0200,Partly Cloudy,rain,28.655555555555548,0.55,9.5312,122.0,16.1,0.0,1017.28,Partly cloudy throughout the day.
2016-10-31 16:00:00.000 +0100,Mostly Cloudy,,11.755555555555553,0.74,8.3237,294.0,0.0,0.0,1021.75,Mostly cloudy starting in the afternoon.
2014-12-16 15:00:00.000 +0100,Clear,rain,7.750000000000003,0.83,4.7495,126.0,8.05,0.0,0.0,Mostly cloudy until afternoon.
2012-07-31 08:00:00.000 +0200,Partly Cloudy,rain,22.644444444444453,0.71,14.0553,18.0,9.982,0.0,1017.15,Partly cloudy until night.
2015-02-23 20:00:00.000 +0100,Foggy,rain,4.2111111111111095,1.0,4.5724,327.0,0.5313000000000001,0.0,1005.85,Foggy in the morning.
2009-06-25 21:00:00.000 +0200,Partly Cloudy,rain,17.777777777777782,0.97,4.83,210.0,11.27,0.0,1007.4,Partly cloudy throughout the day.
2013-12-22 01:00:00.000 +0100,Foggy,snow,-6.094444444444443,1.0,13.6206,146.0,0.6762,0.0,1037.1,Foggy until morning.
2011-11-24 04:00:00.000 +0100,Foggy,snow,-6.516666666666668,0.92,5.618900000000001,29.0,1.5456,0.0,1035.51,Foggy until night.
2008-05-28 04:00:00.000 +0200,Clear,rain,15.511111111111115,0.9,1.5295,40.0,9.982,0.0,1014.08,Partly cloudy starting in the evening.
2016-06-19 04:00:00.000 +0200,Mostly Cloudy,rain,15.972222222222221,0.87,6.3595000000000015,329.0,16.1,0.0,1015.36,Mostly cloudy throughout the day.
2016-01-11 23:00:00.000 +0100,Mostly Cloudy,rain,10.716666666666663,0.93,28.2233,161.0,15.826300000000002,0.0,992.17,Foggy overnight.
2015-08-25 23:00:00.000 +0200,Partly Cloudy,rain,19.422222222222214,0.86,6.1502,313.0,15.1823,0.0,1018.58,Mostly cloudy throughout the day.
2007-08-31 05:00:00.000 +0200,Mostly Cloudy,rain,15.5,0.87,13.8299,328.0,14.023100000000005,0.0,1016.14,Mostly cloudy throughout the day.
2014-10-18 05:00:00.000 +0200,Partly Cloudy,rain,10.655555555555557,0.94,11.1412,271.0,14.9569,0.0,1020.57,Foggy overnight.
2012-08-15 11:00:00.000 +0200,Mostly Cloudy,rain,24.81666666666667,0.32,13.8138,267.0,10.3523,0.0,1015.46,Partly cloudy starting in the morning continuing until evening.
2009-10-09 04:00:00.000 +0200,Partly Cloudy,rain,13.888888888888891,0.8,0.0,0.0,4.9910000000000005,0.0,1014.3,Partly cloudy starting in the morning continuing until evening.
2006-10-18 04:00:00.000 +0200,Clear,snow,-3.4111111111111114,0.92,5.0393,323.0,14.812000000000001,0.0,1023.61,Clear throughout the day.
2015-06-15 02:00:00.000 +0200,Overcast,rain,19.86111111111111,0.8,8.227100000000002,34.0,9.982,0.0,1010.51,Partly cloudy throughout the day.
2009-09-16 02:00:00.000 +0200,Mostly Cloudy,rain,20.088888888888892,0.61,15.649200000000002,128.0,15.150100000000002,0.0,1013.08,Partly cloudy throughout the day.
2010-06-04 12:00:00.000 +0200,Overcast,rain,16.13888888888889,0.93,15.134000000000002,241.0,11.27,0.0,1011.63,Foggy starting in the evening continuing until night.
2006-02-18 12:00:00.000 +0100,Mostly Cloudy,rain,10.02222222222222,0.82,23.0713,190.0,9.982,0.0,1011.76,Mostly cloudy throughout the day.
2013-10-17 01:00:00.000 +0200,Overcast,rain,7.777777777777778,0.93,11.3988,23.0,6.117999999999999,0.0,1005.05,Mostly cloudy throughout the day.
2014-02-27 15:00:00.000 +0100,Mostly Cloudy,rain,12.68888888888889,0.5,11.0929,160.0,9.982,0.0,1020.17,Mostly cloudy starting overnight.
2013-01-07 09:00:00.000 +0100,Partly Cloudy,snow,-7.005555555555556,0.69,15.3433,2.0,9.982,0.0,1023.17,Mostly cloudy throughout the day.
2006-04-22 06:00:00.000 +0200,Foggy,rain,7.155555555555557,1.0,1.8515,319.0,0.2898,0.0,1017.15,Foggy starting overnight continuing until morning.
2014-02-01 22:00:00.000 +0100,Mostly Cloudy,snow,-7.3055555555555545,0.77,24.5525,149.0,15.021300000000002,0.0,1021.82,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2013-01-30 20:00:00.000 +0100,Mostly Cloudy,rain,3.622222222222224,0.92,12.3326,191.0,11.2056,0.0,1013.77,Mostly cloudy throughout the day.
2016-05-14 20:00:00.000 +0200,Mostly Cloudy,rain,15.027777777777779,0.92,14.5383,263.0,10.2235,0.0,1003.26,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2009-11-27 05:00:00.000 +0100,Foggy,rain,1.833333333333332,0.92,8.05,160.0,0.16100000000000006,0.0,1017.9,Foggy starting overnight continuing until morning.
2010-01-05 09:00:00.000 +0100,Foggy,snow,-5.955555555555555,0.96,9.5151,108.0,1.7388,0.0,1014.46,Foggy starting in the morning continuing until afternoon.
2007-04-03 02:00:00.000 +0200,Partly Cloudy,rain,6.050000000000002,0.61,5.7316,163.0,15.681400000000002,0.0,1008.76,Partly cloudy until evening.
2016-03-28 00:00:00.000 +0200,Partly Cloudy,rain,1.6499999999999997,0.92,6.2951000000000015,140.0,8.05,0.0,1016.89,Foggy in the morning.
2008-02-15 23:00:00.000 +0100,Partly Cloudy,snow,-9.016666666666667,0.83,11.5437,291.0,15.826300000000002,0.0,1033.87,Mostly cloudy throughout the day.
2012-04-08 06:00:00.000 +0200,Breezy and Mostly Cloudy,rain,0.016666666666667298,0.65,30.590000000000003,320.0,9.982,0.0,999.6,Mostly cloudy throughout the day and breezy in the morning.
2011-01-29 21:00:00.000 +0100,Foggy,snow,-7.03888888888889,0.96,2.9302,10.0,0.3220000000000001,0.0,1025.38,Foggy until afternoon.
2010-08-01 19:00:00.000 +0200,Partly Cloudy,rain,28.02222222222223,0.56,11.2056,291.0,9.982,0.0,1015.11,Partly cloudy until evening.
2008-01-09 08:00:00.000 +0100,Foggy,snow,-5.5555555555555545,0.96,7.969500000000001,100.0,0.3220000000000001,0.0,1029.66,Foggy throughout the day.
2010-01-25 10:00:00.000 +0100,Mostly Cloudy,snow,-9.8,0.86,1.6261,21.0,3.5742000000000007,0.0,1037.78,Foggy starting overnight continuing until morning.
2009-09-24 00:00:00.000 +0200,Clear,rain,15.0,0.78,0.0,0.0,16.1,0.0,1023.5,Partly cloudy starting in the afternoon.
2009-09-03 04:00:00.000 +0200,Clear,rain,15.0,0.87,0.0,0.0,15.134000000000002,0.0,1013.4,Partly cloudy in the morning.
2010-08-23 00:00:00.000 +0200,Clear,rain,15.533333333333335,0.93,3.22,80.0,15.826300000000002,0.0,1017.98,Partly cloudy in the evening.
2015-09-10 08:00:00.000 +0200,Overcast,rain,12.072222222222221,0.74,10.1269,29.0,10.577700000000002,0.0,1018.26,Overcast throughout the day.
2014-10-20 17:00:00.000 +0200,Mostly Cloudy,rain,22.155555555555548,0.58,9.3702,246.0,15.552600000000002,0.0,1016.91,Partly cloudy starting in the morning.
2016-02-26 13:00:00.000 +0100,Overcast,rain,1.3611111111111127,0.88,11.0768,306.0,5.957000000000002,0.0,1013.36,Foggy starting in the evening.
2010-05-01 13:00:00.000 +0200,Partly Cloudy,rain,25.06666666666667,0.42,16.438100000000002,221.0,9.982,0.0,1011.34,Partly cloudy starting overnight continuing until night.
2014-05-11 20:00:00.000 +0200,Overcast,rain,21.97777777777777,0.54,19.803,170.0,10.0786,0.0,1002.5,Mostly cloudy throughout the day.
2016-08-25 03:00:00.000 +0200,Clear,rain,17.977777777777778,0.75,13.4274,8.0,15.1823,0.0,1021.25,Partly cloudy starting in the afternoon.
2010-11-04 19:00:00.000 +0100,Mostly Cloudy,rain,11.18888888888889,0.87,10.0303,191.0,5.828200000000002,0.0,1027.56,Foggy starting overnight continuing until morning.
2011-12-04 10:00:00.000 +0100,Mostly Cloudy,rain,7.283333333333332,0.89,9.66,188.0,11.0607,0.0,1013.8,Mostly cloudy throughout the day.
2013-09-27 17:00:00.000 +0200,Overcast,rain,13.81111111111111,0.6,7.1806,283.0,10.577700000000002,0.0,1017.01,Mostly cloudy until night.
2016-02-19 17:00:00.000 +0100,Mostly Cloudy,rain,1.9444444444444444,0.77,23.6348,271.0,9.982,0.0,1018.2,Mostly cloudy throughout the day.
2015-08-15 12:00:00.000 +0200,Partly Cloudy,rain,33.511111111111106,0.32,7.583100000000001,149.0,16.1,0.0,1007.9,Partly cloudy starting in the morning.
2013-09-25 20:00:00.000 +0200,Mostly Cloudy,rain,17.02777777777778,0.69,4.4436,44.0,15.552600000000002,0.0,1013.62,Partly cloudy throughout the day.
2016-09-29 04:00:00.000 +0200,Mostly Cloudy,rain,9.455555555555557,0.89,3.3649,188.0,16.1,0.0,1026.8,Partly cloudy until night.
2013-01-20 22:00:00.000 +0100,Overcast,rain,3.0888888888888903,0.9,24.9389,150.0,13.894300000000005,0.0,999.65,Mostly cloudy throughout the day.
2011-09-07 02:00:00.000 +0200,Partly Cloudy,rain,15.238888888888885,0.88,3.5098000000000003,346.0,14.9569,0.0,1013.97,Mostly cloudy starting in the morning.
2007-08-20 12:00:00.000 +0200,Mostly Cloudy,rain,28.977777777777767,0.47,11.0285,107.0,9.982,0.0,1007.24,Partly cloudy throughout the day.
2013-08-23 03:00:00.000 +0200,Partly Cloudy,rain,17.661111111111108,0.59,10.8997,40.0,16.1,0.0,1017.55,Partly cloudy throughout the day.
2013-08-10 08:00:00.000 +0200,Partly Cloudy,rain,23.62222222222222,0.7,14.3612,350.0,15.552600000000002,0.0,1011.51,Partly cloudy throughout the day.
2008-08-23 23:00:00.000 +0200,Overcast,rain,18.922222222222224,0.81,20.3021,357.0,14.457800000000002,0.0,1007.95,Mostly cloudy starting in the morning.
2015-08-27 16:00:00.000 +0200,Partly Cloudy,rain,32.05555555555556,0.38,9.5634,198.0,16.1,0.0,1017.09,Partly cloudy starting overnight continuing until evening.
2014-10-21 01:00:00.000 +0200,Partly Cloudy,rain,11.766666666666667,0.93,10.948,172.0,6.2951000000000015,0.0,1014.57,Mostly cloudy throughout the day.
2013-12-03 11:00:00.000 +0100,Partly Cloudy,rain,-0.0777777777777781,0.6,10.7709,32.0,16.1,0.0,1036.32,Foggy starting in the evening.
2011-07-27 10:00:00.000 +0200,Mostly Cloudy,rain,22.08333333333333,0.69,10.9158,231.0,11.27,0.0,1017.97,Partly cloudy throughout the day.
2010-01-09 03:00:00.000 +0100,Breezy and Overcast,rain,5.3666666666666645,0.76,29.7689,159.0,15.7297,0.0,1004.5,Mostly cloudy throughout the day and breezy overnight.
2014-06-13 23:00:00.000 +0200,Partly Cloudy,rain,17.283333333333335,0.58,15.568700000000002,290.0,12.380900000000002,0.0,1012.36,Partly cloudy throughout the day.
2009-07-04 14:00:00.000 +0200,Partly Cloudy,rain,27.844444444444452,0.53,6.2951000000000015,351.0,11.4471,0.0,1008.26,Partly cloudy until night.
2016-08-29 00:00:00.000 +0200,Clear,rain,17.62222222222222,0.79,0.0,0.0,16.1,0.0,1017.73,Partly cloudy starting in the afternoon.
2014-08-28 09:00:00.000 +0200,Partly Cloudy,rain,17.105555555555554,0.59,7.776300000000001,289.0,16.1,0.0,1020.3,Partly cloudy starting in the morning continuing until evening.
2007-09-29 14:00:00.000 +0200,Partly Cloudy,rain,22.600000000000005,0.44,5.313,189.0,10.3523,0.0,1021.79,Foggy until morning.
2015-07-31 17:00:00.000 +0200,Mostly Cloudy,rain,23.8,0.5,10.2718,349.0,10.577700000000002,0.0,1015.57,Mostly cloudy until night.
2006-07-10 08:00:00.000 +0200,Clear,rain,22.54444444444444,0.72,1.4329,257.0,9.982,0.0,1021.27,Partly cloudy until night.
2015-03-05 10:00:00.000 +0100,Overcast,rain,-0.5666666666666664,0.64,22.4917,12.0,10.577700000000002,0.0,1025.26,Overcast throughout the day.
2008-12-08 08:00:00.000 +0100,Partly Cloudy,rain,-2.683333333333332,0.8,21.815500000000004,319.0,9.982,0.0,1022.61,Partly cloudy until evening.
2008-04-15 01:00:00.000 +0200,Overcast,rain,9.416666666666668,0.67,5.5706000000000016,171.0,14.9086,0.0,1011.91,Mostly cloudy throughout the day.
2011-04-21 01:00:00.000 +0200,Clear,rain,7.572222222222222,0.85,3.2039,291.0,14.9086,0.0,1019.81,Partly cloudy starting in the afternoon continuing until evening.
2010-10-09 02:00:00.000 +0200,Partly Cloudy,rain,2.2277777777777765,0.93,6.5527000000000015,324.0,7.2772,0.0,1020.12,Foggy until morning.
2014-08-22 09:00:00.000 +0200,Partly Cloudy,rain,17.127777777777773,0.68,12.799500000000002,52.0,16.1,0.0,1018.61,Partly cloudy throughout the day.
2013-09-14 21:00:00.000 +0200,Mostly Cloudy,rain,14.927777777777774,0.73,11.0607,271.0,10.2557,0.0,1014.42,Mostly cloudy throughout the day.
2009-01-31 16:00:00.000 +0100,Mostly Cloudy,rain,2.255555555555557,0.62,4.2021,56.0,10.3684,0.0,1017.27,Mostly cloudy throughout the day.
2012-08-27 15:00:00.000 +0200,Partly Cloudy,rain,25.99444444444445,0.34,28.5292,320.0,9.982,0.0,1015.68,Mostly cloudy until evening.
2013-03-12 18:00:00.000 +0100,Partly Cloudy,rain,10.994444444444444,0.77,7.9373,102.0,11.27,0.0,997.98,Mostly cloudy starting in the morning.
2007-07-19 22:00:00.000 +0200,Partly Cloudy,rain,28.49444444444445,0.42,3.0107000000000004,158.0,15.826300000000002,0.0,1013.38,Partly cloudy starting in the afternoon.
2013-06-08 23:00:00.000 +0200,Partly Cloudy,rain,17.411111111111108,0.92,5.957000000000002,314.0,15.3111,0.0,1012.51,Partly cloudy throughout the day.
2006-09-02 13:00:00.000 +0200,Partly Cloudy,rain,23.83888888888889,0.5,7.776300000000001,271.0,11.27,0.0,1018.89,Partly cloudy starting in the morning continuing until evening.
2013-11-07 20:00:00.000 +0100,Partly Cloudy,rain,8.194444444444445,0.93,12.1555,160.0,15.134000000000002,0.0,1017.69,Partly cloudy throughout the day.
2006-07-30 17:00:00.000 +0200,Partly Cloudy,rain,29.58888888888889,0.52,16.309300000000004,321.0,11.4471,0.0,1010.71,Partly cloudy throughout the day.
2008-09-26 13:00:00.000 +0200,Mostly Cloudy,rain,16.022222222222226,0.59,22.2663,49.0,11.27,0.0,1023.83,Mostly cloudy throughout the day.
2014-11-05 17:00:00.000 +0100,Partly Cloudy,rain,14.994444444444447,0.67,19.931800000000006,150.0,14.9086,0.0,1012.1,Partly cloudy starting in the afternoon.
2013-08-17 14:00:00.000 +0200,Partly Cloudy,rain,28.844444444444452,0.34,4.186000000000001,134.0,15.552600000000002,0.0,1017.34,Partly cloudy starting in the morning.
2006-01-20 14:00:00.000 +0100,Mostly Cloudy,rain,-2.4555555555555566,0.75,7.744099999999999,129.0,9.9015,0.0,1027.08,Mostly cloudy starting overnight continuing until night.
2012-09-21 20:00:00.000 +0200,Partly Cloudy,rain,10.194444444444443,0.75,2.6565,317.0,9.982,0.0,1022.04,Partly cloudy until night.
2011-12-19 23:00:00.000 +0100,Foggy,snow,-4.16111111111111,0.96,13.7977,19.0,3.0107000000000004,0.0,1014.66,Foggy starting in the afternoon continuing until evening.
2008-02-24 18:00:00.000 +0100,Partly Cloudy,rain,11.25,0.5,14.023100000000005,159.0,9.982,0.0,1026.89,Partly cloudy starting in the morning continuing until evening.
2016-05-25 01:00:00.000 +0200,Overcast,rain,14.372222222222224,0.9,13.9104,300.0,9.9015,0.0,1004.55,Mostly cloudy throughout the day.
2013-01-04 11:00:00.000 +0100,Windy and Mostly Cloudy,rain,5.7222222222222205,0.71,42.68110000000001,290.0,11.27,0.0,1024.6,Mostly cloudy throughout the day and breezy starting in the morning continuing until evening.
2008-05-04 16:00:00.000 +0200,Partly Cloudy,rain,17.650000000000006,0.53,13.6206,351.0,11.27,0.0,0.0,Mostly cloudy throughout the day.
2014-10-21 17:00:00.000 +0200,Mostly Cloudy,rain,17.411111111111108,0.79,5.216400000000001,335.0,14.4095,0.0,1010.61,Mostly cloudy throughout the day.
2014-07-02 03:00:00.000 +0200,Clear,rain,11.08888888888889,0.93,0.0,0.0,16.1,0.0,1020.99,Partly cloudy starting in the morning.
2010-09-14 01:00:00.000 +0200,Foggy,rain,16.644444444444446,0.96,6.6171000000000015,301.0,2.737,0.0,1020.01,Foggy until morning.
2015-10-16 21:00:00.000 +0200,Overcast,rain,12.2,0.87,24.15,151.0,9.7566,0.0,1017.8,Mostly cloudy throughout the day.
2009-06-03 17:00:00.000 +0200,Mostly Cloudy,rain,22.744444444444447,0.35,24.5203,306.0,10.3684,0.0,1005.45,Partly cloudy throughout the day.
2012-05-02 23:00:00.000 +0200,Partly Cloudy,rain,18.055555555555557,0.64,3.22,70.0,15.520400000000002,0.0,1009.68,Partly cloudy starting in the morning.
2011-08-22 20:00:00.000 +0200,Partly Cloudy,rain,24.5,0.63,4.0572,145.0,10.3523,0.0,1017.91,Partly cloudy starting overnight continuing until morning.
2015-07-20 14:00:00.000 +0200,Partly Cloudy,rain,31.9,0.35,21.4613,342.0,15.552600000000002,0.0,1012.11,Partly cloudy until evening.
2014-07-23 18:00:00.000 +0200,Mostly Cloudy,rain,22.288888888888888,0.73,11.125100000000002,1.0,9.982,0.0,1007.45,Mostly cloudy throughout the day.
2006-09-27 05:00:00.000 +0200,Mostly Cloudy,rain,13.333333333333336,0.87,3.944500000000001,12.0,14.9569,0.0,1013.17,Mostly cloudy throughout the day.
2014-10-25 08:00:00.000 +0200,Mostly Cloudy,rain,5.999999999999997,0.88,3.912300000000001,32.0,9.2897,0.0,1024.05,Foggy until morning.
2013-02-20 06:00:00.000 +0100,Mostly Cloudy,rain,-1.5611111111111104,1.0,8.3076,252.0,5.0876,0.0,1014.19,Mostly cloudy throughout the day.
2009-08-16 13:00:00.000 +0200,Partly Cloudy,rain,27.83888888888889,0.31,8.05,0.0,9.982,0.0,1019.6,Partly cloudy starting in the morning continuing until evening.
2013-08-22 22:00:00.000 +0200,Partly Cloudy,rain,20.372222222222227,0.69,6.5527000000000015,353.0,16.1,0.0,1017.16,Partly cloudy throughout the day.
2011-09-12 08:00:00.000 +0200,Partly Cloudy,rain,20.172222222222224,0.65,8.033900000000001,169.0,9.982,0.0,1013.33,Partly cloudy starting overnight continuing until night.
2015-06-25 03:00:00.000 +0200,Overcast,rain,12.177777777777779,0.93,6.0697,329.0,8.05,0.0,1022.32,Mostly cloudy throughout the day.
2016-11-03 06:00:00.000 +0100,Partly Cloudy,rain,2.6888888888888913,0.88,9.4346,144.0,6.279,0.0,1019.74,Partly cloudy throughout the day.
2012-07-19 12:00:00.000 +0200,Partly Cloudy,rain,28.04444444444445,0.32,20.5114,190.0,9.982,0.0,1015.21,Partly cloudy starting in the morning continuing until night.
2007-07-30 18:00:00.000 +0200,Partly Cloudy,rain,14.005555555555556,0.82,19.8674,309.0,11.2056,0.0,1015.03,Mostly cloudy starting overnight and breezy starting in the morning continuing until afternoon.
2009-11-15 13:00:00.000 +0100,Partly Cloudy,rain,13.783333333333335,0.72,22.1536,301.0,11.0768,0.0,1017.55,Mostly cloudy throughout the day.
2013-04-29 09:00:00.000 +0200,Partly Cloudy,rain,22.711111111111112,0.53,3.2361,125.0,9.982,0.0,1019.28,Partly cloudy until night.
2009-08-11 08:00:00.000 +0200,Mostly Cloudy,rain,20.105555555555554,0.68,15.778000000000002,142.0,9.982,0.0,1015.07,Partly cloudy starting in the morning.
2010-10-16 05:00:00.000 +0200,Overcast,rain,6.611111111111112,0.95,3.4937,305.0,3.7674,0.0,1009.9,Foggy starting in the morning continuing until night.
2010-07-19 20:00:00.000 +0200,Mostly Cloudy,rain,21.12222222222222,0.88,19.7547,294.0,6.1019000000000005,0.0,1017.57,Partly cloudy throughout the day.
2015-04-04 18:00:00.000 +0200,Overcast,rain,9.177777777777779,0.41,7.2611,201.0,16.1,0.0,1012.2,Mostly cloudy starting overnight.
2014-11-09 18:00:00.000 +0100,Clear,rain,10.072222222222225,0.93,4.6046000000000005,80.0,4.7495,0.0,1017.3,Foggy in the morning.
2013-09-26 11:00:00.000 +0200,Mostly Cloudy,rain,21.98333333333333,0.54,15.9712,252.0,15.3111,0.0,1011.85,Partly cloudy throughout the day.
2008-02-10 00:00:00.000 +0100,Foggy,snow,-4.5555555555555545,0.92,6.4239000000000015,314.0,0.5152,0.0,1036.99,Partly cloudy overnight.
2013-08-24 02:00:00.000 +0200,Mostly Cloudy,rain,19.227777777777774,0.53,10.3523,50.0,15.1823,0.0,1015.06,Mostly cloudy throughout the day.
2007-02-02 09:00:00.000 +0100,Clear,rain,2.7999999999999994,0.82,3.4615,321.0,9.982,0.0,1029.11,Partly cloudy starting in the afternoon continuing until evening.
2016-12-06 19:00:00.000 +0100,Mostly Cloudy,rain,-0.1833333333333324,0.86,10.0464,165.0,8.355900000000002,0.0,1019.22,Mostly cloudy throughout the day.
2009-05-04 14:00:00.000 +0200,Partly Cloudy,rain,21.233333333333334,0.32,12.4292,346.0,11.4471,0.0,1014.72,Mostly cloudy throughout the day.
2016-10-11 18:00:00.000 +0200,Foggy,rain,7.711111111111113,0.93,7.776300000000001,332.0,2.9141000000000004,0.0,1012.05,Foggy starting in the evening.
2014-05-07 09:00:00.000 +0200,Mostly Cloudy,rain,14.933333333333335,0.63,26.1142,160.0,16.1,0.0,1018.47,Mostly cloudy throughout the day.
2011-05-16 10:00:00.000 +0200,Breezy and Mostly Cloudy,rain,6.3166666666666655,0.93,33.7456,9.0,11.27,0.0,1016.71,Mostly cloudy throughout the day.
2016-12-27 22:00:00.000 +0100,Mostly Cloudy,snow,-3.5388888888888896,0.91,9.6439,178.0,8.3881,0.0,1020.54,Mostly cloudy throughout the day.
2008-05-04 19:00:00.000 +0200,Partly Cloudy,rain,15.061111111111114,0.67,9.2414,21.0,11.27,0.0,1019.77,Mostly cloudy throughout the day.
2009-12-30 05:00:00.000 +0100,Overcast,rain,-0.5944444444444446,0.96,12.88,170.0,11.27,0.0,1005.9,Mostly cloudy throughout the day.
2007-02-08 03:00:00.000 +0100,Foggy,rain,1.0777777777777766,0.96,8.645700000000001,132.0,0.8533000000000001,0.0,1006.36,Foggy starting overnight continuing until morning.
2014-07-06 13:00:00.000 +0200,Partly Cloudy,rain,29.38333333333333,0.37,9.3058,179.0,16.1,0.0,1013.4,Partly cloudy until night.
2015-02-06 07:00:00.000 +0100,Overcast,rain,-6.005555555555556,0.83,27.2251,31.0,14.9569,0.0,1012.47,Breezy in the morning and foggy in the evening.
2010-05-09 10:00:00.000 +0200,Partly Cloudy,rain,15.02222222222222,0.83,3.0429,230.0,11.27,0.0,1009.8,Partly cloudy throughout the day.
2014-06-04 17:00:00.000 +0200,Partly Cloudy,rain,23.961111111111112,0.33,2.5277000000000003,45.0,15.552600000000002,0.0,1010.83,Partly cloudy throughout the day.
2006-04-18 10:00:00.000 +0200,Partly Cloudy,rain,15.088888888888887,0.77,7.3738,332.0,9.9015,0.0,1013.33,Partly cloudy until night.
2013-09-18 17:00:00.000 +0200,Mostly Cloudy,rain,16.255555555555553,0.5,14.6832,181.0,15.552600000000002,0.0,1004.22,Partly cloudy throughout the day.
2013-03-30 04:00:00.000 +0100,Overcast,rain,1.9555555555555573,0.99,9.5795,129.0,4.6368,0.0,1006.16,Mostly cloudy throughout the day.
2010-05-07 10:00:00.000 +0200,Partly Cloudy,rain,16.161111111111108,0.77,14.4739,240.0,11.27,0.0,1005.2,Partly cloudy until evening.
2012-10-27 23:00:00.000 +0200,Mostly Cloudy,rain,12.794444444444444,0.99,14.7959,139.0,10.9158,0.0,991.42,Mostly cloudy starting overnight and breezy starting in the morning continuing until afternoon.
2013-09-17 22:00:00.000 +0200,Partly Cloudy,rain,5.450000000000001,0.75,25.276999999999997,270.0,16.1,0.0,1005.62,Mostly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2015-09-04 19:00:00.000 +0200,Mostly Cloudy,rain,22.75555555555555,0.62,3.22,340.0,16.1,0.0,1013.5,Mostly cloudy throughout the day.
2009-10-25 11:00:00.000 +0100,Mostly Cloudy,rain,15.0,0.78,1.61,180.0,8.05,0.0,1019.3,Foggy overnight.
2010-07-23 14:00:00.000 +0200,Partly Cloudy,rain,35.333333333333336,0.45,11.5437,157.0,10.4006,0.0,1012.38,Partly cloudy starting in the morning continuing until night.
2011-08-12 22:00:00.000 +0200,Mostly Cloudy,rain,16.688888888888883,0.87,6.44,30.0,15.826300000000002,0.0,1012.51,Partly cloudy starting overnight.
2010-01-29 17:00:00.000 +0100,Foggy,snow,-8.605555555555554,0.92,12.6868,160.0,1.449,0.0,1000.37,Foggy starting overnight continuing until morning.
2007-01-31 16:00:00.000 +0100,Partly Cloudy,rain,5.083333333333332,0.62,16.5025,219.0,10.3523,0.0,1019.92,Partly cloudy throughout the day.
2013-07-30 08:00:00.000 +0200,Mostly Cloudy,rain,20.038888888888884,0.92,3.6547,242.0,10.3523,0.0,1014.83,Partly cloudy throughout the day.
2009-01-07 05:00:00.000 +0100,Foggy,snow,-7.222222222222222,0.88,1.61,320.0,1.7710000000000004,0.0,1023.3,Foggy starting overnight continuing until afternoon.
2007-09-13 15:00:00.000 +0200,Partly Cloudy,rain,21.016666666666666,0.43,20.0928,292.0,11.2056,0.0,1022.12,Partly cloudy in the morning.
